,이름,연식,주행거리,연료,배기량,색상,옵션_선루프,옵션_파노라마선루프,옵션_열선앞,옵션_열선뒤,옵션_전방센서,옵션_후방센서,옵션_전방캠,옵션_후방캠,옵션_어라운드뷰,옵션_네비순정,보험이력등록,소유자변경횟수,사고상세_전손,사고상세_침수전손,사고상세_침수분손,사고상세_도난,보험_내차피해(횟수),보험_내차피해(가격),사고상세_타차가해(횟수),보험_타차피해(가격),가격,신차대비가격,링크
661,제네시스 G80 3.8,201904,110791,2,3778,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,33100000,52,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158298&gubun=K
662,제네시스 G80 ,201703,171700,2,3342,0,0,0,1,1,1,1,1,1,1,1,1,3,0,0,0,0,1,2334796,0,0,25000000,45,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156681&gubun=K
663,제네시스 G80 3.3,201810,29687,2,3342,2,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,2,653172,0,0,40900000,68,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2151101&gubun=K
664,제네시스 G80 3.3,201704,34693,2,3342,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,3,3224922,0,0,31500000,65,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162949&gubun=K
665,제네시스 더 올,202008,10250,2,2497,5,1,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,59500000,107,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162918&gubun=K
666,제네시스 G80 3.3,201808,35750,2,3342,0,1,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,1,1145000,0,0,40500000,66,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162157&gubun=K
670,제네시스 더 올,202007,12130,2,2497,5,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,55900000,101,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155959&gubun=K
671,제네시스 더 올,202102,24866,2,2497,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,55900000,101,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155961&gubun=K
672,제네시스 더 올,202009,30331,2,2497,1,1,0,1,1,1,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,58300000,105,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155962&gubun=K
676,제네시스 G80 ,201803,94680,2,3342,2,0,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,34590000,62,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161782&gubun=K
678,제네시스 G80 3.3,201802,16382,2,3342,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,2,1758869,0,0,34500000,70,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159327&gubun=K
682,기아 올 뉴,201604,90913,2,3342,0,0,0,1,1,1,1,0,1,0,1,1,5,0,0,0,0,2,1245293,0,0,17990000,51,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2134705&gubun=K
685,기아 올 뉴,201708,53122,2,3342,5,1,1,1,1,1,1,0,1,1,1,1,3,0,0,0,0,2,1250050,2,1029553,21990000,55,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159540&gubun=K
686,기아 올 뉴,201801,37829,2,2359,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,5360426,0,0,17400000,57,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163127&gubun=K
691,기아 K7 2.7,201004,174711,2,2656,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,4,1258281,1,395626,4990000,14,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161464&gubun=K
692,기아 올 뉴,201811,22797,2,2359,3,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1425200,0,0,21500000,65,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157622&gubun=K
694,기아 K7 프리미어,201910,41803,2,2999,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1654396,0,0,34900000,91,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163302&gubun=K
696,기아 올 뉴,201606,48169,2,3342,0,0,0,1,1,0,1,0,1,0,1,1,4,0,0,0,0,4,6503231,1,2154487,18200000,52,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162986&gubun=K
697,기아 더 뉴,201302,89432,2,2359,0,1,1,1,1,0,1,0,0,0,1,1,2,0,0,0,0,5,10540450,2,1065497,10500000,33,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163179&gubun=K
702,기아 올 뉴,201604,90913,2,3342,0,0,0,1,1,1,1,0,1,0,1,1,5,0,0,0,0,2,1245293,0,0,17990000,51,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2134705&gubun=K
705,기아 올 뉴,201708,53122,2,3342,5,1,1,1,1,1,1,0,1,1,1,1,3,0,0,0,0,2,1250050,2,1029553,21990000,55,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159540&gubun=K
706,기아 올 뉴,201801,37829,2,2359,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,5360426,0,0,17400000,57,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163127&gubun=K
711,기아 K7 2.7,201004,174711,2,2656,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,4,1258281,1,395626,4990000,14,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161464&gubun=K
712,기아 올 뉴,201811,22797,2,2359,3,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1425200,0,0,21500000,65,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157622&gubun=K
714,기아 K7 프리미어,201910,41803,2,2999,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1654396,0,0,34900000,91,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163302&gubun=K
716,기아 올 뉴,201606,48169,2,3342,0,0,0,1,1,0,1,0,1,0,1,1,4,0,0,0,0,4,6503231,1,2154487,18200000,52,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162986&gubun=K
717,기아 더 뉴,201302,89432,2,2359,0,1,1,1,1,0,1,0,0,0,1,1,2,0,0,0,0,5,10540450,2,1065497,10500000,33,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163179&gubun=K
722,기아 더 뉴,201301,101370,2,2999,1,1,1,0,1,1,1,0,0,1,1,1,5,1,0,0,0,3,21899852,2,1190948,7500000,21,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161636&gubun=K
725,기아 더 뉴,201212,115833,2,2359,0,1,1,1,1,1,1,0,1,0,1,1,5,0,0,0,0,3,6833748,7,19896940,9600000,31,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154202&gubun=K
726,기아 올 뉴,201606,82741,0,2199,2,0,0,1,1,1,1,1,1,1,0,1,4,0,0,0,0,0,0,0,0,17400000,52,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158333&gubun=K
727,기아 K7 프리미어,201910,97181,2,2497,0,0,0,1,1,1,1,0,1,1,1,1,2,0,0,0,0,3,2805417,4,8081796,19990000,59,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161326&gubun=K
728,기아 올 뉴,201803,65626,2,2359,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,16600000,54,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161626&gubun=K
729,기아 K7 프리미어,201910,71154,2,2497,0,1,0,1,1,1,1,0,0,0,1,1,2,0,0,0,0,0,0,11,11459734,22000000,70,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154422&gubun=K
730,기아 올 뉴,201612,146000,2,3342,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,5544430,2,1646380,15490000,42,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156842&gubun=K
733,기아 올 뉴,201610,57287,2,2359,0,0,0,1,1,0,1,0,1,0,1,1,4,0,0,0,0,1,1334718,0,0,16990000,54,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160292&gubun=K
734,기아 올 뉴,201612,75658,2,2359,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2,2884479,4,6595158,15900000,51,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160305&gubun=K
735,기아 올 뉴,201803,101393,2,3342,2,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,13132338,0,0,15990000,43,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160876&gubun=K
737,기아 K7 3.5,201006,144601,2,3470,1,1,1,0,1,1,1,1,1,0,1,1,2,0,0,0,0,3,1865998,1,1227660,6300000,15,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162586&gubun=K
738,기아 올 뉴,201605,79998,2,3342,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,17900000,51,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162687&gubun=K
739,기아 올 뉴,201809,49069,2,2359,4,1,0,1,1,1,1,0,1,0,1,1,2,0,0,0,0,1,4186178,0,0,16790000,55,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163012&gubun=K
741,기아 올 뉴,201608,91172,2,3342,5,0,0,0,1,0,0,0,0,0,1,1,4,0,0,0,0,4,2814618,2,5304098,17300000,49,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163256&gubun=K
742,기아 올 뉴,201809,103196,1,2999,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,2,1481280,14700000,54,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163196&gubun=K
743,기아 올 뉴,201608,58271,2,2359,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,2,3853548,2,5199412,16590000,53,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163203&gubun=K
744,기아 더 뉴,201303,161034,2,2359,0,0,1,1,1,1,1,0,1,0,1,1,4,0,0,0,0,5,13899318,2,2475507,7700000,24,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155844&gubun=K
745,기아 K7 2.7,201001,202274,2,2656,2,0,0,1,0,0,1,0,1,0,0,1,8,0,0,0,0,5,2065660,1,292000,4790000,14,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160637&gubun=K
746,기아 K7 2.4,201001,181231,2,2359,1,1,0,1,0,0,1,0,1,0,1,1,6,0,0,0,0,9,9085561,7,5176278,4390000,14,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161407&gubun=K
747,기아 더 뉴,201306,154683,2,2999,0,0,0,0,1,1,1,0,0,1,1,1,2,0,0,0,0,8,13939236,4,15453690,7500000,21,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162264&gubun=K
749,기아 올 뉴,201806,41000,1,2999,1,1,0,1,1,1,1,0,0,0,1,1,5,0,0,0,0,0,0,0,0,15900000,48,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159341&gubun=K
750,기아 K7 2.7,201101,114000,2,2656,1,1,1,1,1,1,1,1,1,0,0,1,5,0,0,0,0,3,4281398,1,1240000,4500000,13,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155316&gubun=K
756,기아 K7 프리미어,202001,61000,2,2497,2,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,28500000,80,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161575&gubun=K
757,기아 더 뉴,201401,99506,2,2359,5,0,1,1,1,1,1,0,1,0,1,1,5,0,0,0,0,1,1203151,0,0,12790000,40,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156058&gubun=K
758,기아 올 뉴,201808,50105,0,2199,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,3,20868291,2,8140000,17900000,49,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163446&gubun=K
759,기아 올 뉴,201602,171000,2,2359,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,1,592130,0,0,10890000,35,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163460&gubun=K
762,기아 올 뉴,201602,89358,2,3342,0,0,0,0,1,0,0,0,0,0,1,1,5,0,0,0,0,2,5487654,3,4768910,17990000,45,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2141666&gubun=K
763,기아 K7 프리미어,202002,101500,2,2999,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,3,4079364,1,304000,24990000,69,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155186&gubun=K
764,기아 K7 2.7,200912,82524,2,2656,3,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,2,699370,0,0,6700000,18,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157052&gubun=K
765,기아 K7 2.7,201005,168471,2,2656,1,0,0,1,1,1,1,1,1,0,0,1,2,0,0,0,0,5,4111494,2,1325100,4990000,14,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157708&gubun=K
769,기아 K7 3.5,201003,150000,2,3470,0,0,0,1,1,1,1,1,1,0,1,1,4,0,0,0,0,7,6529117,0,0,5500000,13,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2152741&gubun=K
771,기아 K7 2.7,201004,233542,2,2359,0,1,1,0,0,0,1,0,1,0,0,1,4,0,0,0,0,3,6094526,2,5137300,3700000,12,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2135923&gubun=K
777,기아 더 프레스티지,201110,139888,2,2359,1,1,1,0,1,1,1,0,1,0,0,1,3,0,0,0,0,6,2857176,0,0,6200000,20,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159343&gubun=K
787,기아 더 뉴,202012,19558,0,2497,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19900000,115,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162989&gubun=K
807,기아 더 뉴,202012,19558,0,2497,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19900000,115,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162989&gubun=K
860,기아 그랜드 카니발,200805,146480,0,2902,1,1,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,5,5518510,2,1655358,3990000,16,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2152798&gubun=K
862,기아 더 뉴,201901,36000,0,2199,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,34800000,84,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161532&gubun=K
863,기아 그랜드 카니발,200809,120000,0,2902,0,0,0,1,0,0,1,0,1,0,1,1,2,0,0,0,0,1,392690,0,0,5200000,20,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162621&gubun=K
864,기아 올 뉴,201801,42000,0,2199,5,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,26500000,71,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162802&gubun=K
867,기아 올 뉴,201802,56000,0,2199,0,0,0,1,1,1,1,0,1,0,1,1,2,0,0,0,0,1,145010,1,575550,23600000,69,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155357&gubun=K
872,기아 올 뉴,201712,78156,0,2199,0,1,0,1,1,1,1,0,1,0,1,1,4,0,0,0,0,5,9182687,0,0,17390000,57,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162569&gubun=K
873,기아 더 뉴,201804,79589,0,2199,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,5,9673450,2,3267850,18400000,58,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162603&gubun=K
874,기아 더 뉴,201901,63731,0,2199,2,0,0,1,1,1,1,1,1,1,1,1,2,1,0,0,0,2,175788,1,0,22500000,57,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2151543&gubun=K
880,기아 그랜드 카니발,200805,146480,0,2902,1,1,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,5,5518510,2,1655358,3990000,16,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2152798&gubun=K
882,기아 더 뉴,201901,36000,0,2199,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,34800000,84,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161532&gubun=K
883,기아 그랜드 카니발,200809,120000,0,2902,0,0,0,1,0,0,1,0,1,0,1,1,2,0,0,0,0,1,392690,0,0,5200000,20,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162621&gubun=K
884,기아 올 뉴,201801,42000,0,2199,5,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,26500000,71,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162802&gubun=K
887,기아 올 뉴,201802,56000,0,2199,0,0,0,1,1,1,1,0,1,0,1,1,2,0,0,0,0,1,145010,1,575550,23600000,69,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155357&gubun=K
892,기아 올 뉴,201712,78156,0,2199,0,1,0,1,1,1,1,0,1,0,1,1,4,0,0,0,0,5,9182687,0,0,17390000,57,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162569&gubun=K
893,기아 더 뉴,201804,79589,0,2199,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,5,9673450,2,3267850,18400000,58,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162603&gubun=K
894,기아 더 뉴,201901,63731,0,2199,2,0,0,1,1,1,1,1,1,1,1,1,2,1,0,0,0,2,175788,1,0,22500000,57,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2151543&gubun=K
901,기아 더 뉴,201907,34350,0,2199,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,122448,42900000,71,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163274&gubun=K
902,기아 더 뉴,201902,58252,0,2199,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,4907678,0,0,33990000,60,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163284&gubun=K
903,기아 더 뉴,201803,48458,0,2199,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,510610,0,0,29900000,76,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163288&gubun=K
904,기아 올 뉴,201803,15800,2,3342,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,49990000,86,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163759&gubun=K
907,기아 올 뉴,201509,58815,0,2199,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,1156080,0,0,20490000,62,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153172&gubun=K
908,기아 더 뉴,201812,30118,2,3342,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1795184,0,0,38990000,70,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153762&gubun=K
909,기아 올 뉴,201511,60447,0,2199,0,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,3759203,0,0,21700000,61,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159633&gubun=K
910,기아 더 뉴,201807,36557,2,3342,1,0,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,1,530760,39300000,71,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159991&gubun=K
911,기아 더 뉴,201808,52890,0,2199,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,38500000,68,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159990&gubun=K
914,기아 올 뉴,201701,75732,0,2199,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,2,1716812,0,0,24500000,66,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161643&gubun=K
915,기아 더 뉴,201905,53268,0,2199,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,420346,31900000,77,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162121&gubun=K
916,기아 더 뉴,201807,94125,0,2199,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,22800000,65,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2149078&gubun=K
917,기아 더 뉴,202007,40825,0,2199,2,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,27600000,79,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161031&gubun=K
920,기아 더 뉴,201809,41167,0,2199,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,2,8967650,1,517230,25500000,66,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162215&gubun=K
930,기아 올 뉴,201602,130000,0,2199,1,0,0,1,1,1,1,1,1,1,1,1,3,0,0,0,0,2,7944028,2,13848996,21500000,39,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159315&gubun=K
931,기아 올 뉴,201409,126352,0,2199,1,0,0,0,1,1,1,0,1,0,1,1,5,0,0,0,0,5,13028894,3,3698933,15200000,46,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163003&gubun=K
934,기아 카니발 4세대,202103,26402,2,3470,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,34200000,108,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163622&gubun=K
938,기아 더 뉴,201901,71055,0,2199,0,0,0,1,1,0,1,0,1,0,1,1,2,0,0,0,0,1,860248,1,1209777,21990000,69,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163011&gubun=K
939,기아 더 뉴,201809,113723,0,2199,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,3,4799480,20990000,66,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161551&gubun=K
940,기아 올 뉴,201612,58855,0,2199,4,0,0,0,1,1,1,0,1,0,0,1,2,0,0,0,0,2,1586130,2,1951179,21300000,63,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161078&gubun=K
943,기아 카니발 4세대,202106,28000,0,2151,2,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,39990000,107,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159466&gubun=K
961,기아 올 뉴,201611,111105,0,2199,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,4,11367514,2,1345327,12990000,42,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159135&gubun=K
963,기아 더 뉴,201809,66000,0,2199,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1992103,0,0,19390000,61,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162788&gubun=K
965,기아 올 뉴,201601,107666,0,2199,5,0,0,1,1,1,1,0,1,0,0,1,3,0,0,0,0,2,3910599,1,130000,15700000,52,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163560&gubun=K
966,기아 올 뉴,201412,159099,0,2199,0,0,0,1,1,1,1,0,1,0,0,1,8,0,0,0,0,1,820600,1,237048,14490000,44,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163563&gubun=K
967,기아 올 뉴,201408,93826,0,2199,1,0,0,1,1,0,1,0,1,0,1,1,3,0,0,0,0,4,4442078,2,1277156,16900000,56,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160117&gubun=K
973,기아 올 뉴,201412,193561,0,2199,0,1,0,0,1,0,1,0,1,0,0,1,4,0,0,0,0,0,0,0,0,12500000,41,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162755&gubun=K
993,기아 더 뉴,201810,70452,0,2199,1,1,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,2,3110790,4,6592780,29900000,76,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2152363&gubun=K
994,기아 올 뉴,201612,40792,0,2199,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,35000000,63,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2152952&gubun=K
995,기아 더 뉴,201812,66189,0,2199,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1133160,0,0,35400000,66,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2152954&gubun=K
996,기아 더 뉴,201907,32053,0,2199,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2501550,1,1363780,40200000,71,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154259&gubun=K
997,기아 더 뉴,201810,28127,0,2199,1,0,0,1,1,1,1,1,1,1,1,1,3,0,0,0,0,1,1035830,1,398610,42200000,75,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154260&gubun=K
1000,기아 더 뉴,201812,108656,0,2199,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1115920,2,1080158,34990000,62,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161781&gubun=K
1007,기아 더 뉴,201903,152779,2,3342,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1208877,0,0,33990000,61,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161205&gubun=K
1059,기아 더 뉴,201904,111632,1,1999,1,0,0,1,0,1,1,0,1,0,1,1,3,0,0,0,0,0,0,1,4166300,13990000,73,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2151975&gubun=K
1060,기아 더 뉴,201808,93017,1,1999,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,564869,0,0,14990000,78,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2152236&gubun=K
1062,기아 더 뉴,201901,126932,1,1999,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,656300,12990000,67,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153168&gubun=K
1063,기아 더 뉴,201901,164636,1,1999,5,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,3,1324494,11690000,61,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158255&gubun=K
1067,기아 K5 2.0,201009,126262,2,1998,1,0,1,1,1,0,1,0,1,0,1,1,4,0,0,0,0,3,4552490,3,2976960,6800000,26,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160030&gubun=K
1069,기아 더 뉴,201809,122531,1,1999,5,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,308232,0,0,12800000,66,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157205&gubun=K
1070,기아 더 뉴,201404,119000,2,1999,0,0,0,1,1,0,1,0,1,0,1,1,3,0,0,0,0,0,0,0,0,9100000,36,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163050&gubun=K
1071,기아 더 뉴,201309,124000,2,1999,5,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,7,3427398,2,2020400,9900000,40,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163051&gubun=K
1072,기아 더 뉴,201901,117305,1,1999,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,2,11047171,2,2967260,8790000,45,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161005&gubun=K
1073,기아 K5 2.0,202002,37170,1,1999,1,0,0,1,0,0,1,0,1,0,0,1,2,0,0,0,0,2,2433861,5,6077420,17500000,83,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161006&gubun=K
1074,기아 K5 2세대,201607,17454,0,1685,1,0,0,1,0,1,1,0,1,0,1,1,6,0,0,0,0,0,0,2,6391984,12500000,42,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161449&gubun=K
