,Unnamed: 0,이름,차량번호,링크,연식,주행거리,연료,배기량,색상,보증정보,가격,신차대비가격,옵션_선루프,옵션_파노라마선루프,옵션_열선앞,옵션_열선뒤,옵션_전방센서,옵션_후방센서,옵션_전방캠,옵션_후방캠,옵션_어라운드뷰,옵션_네비순정,보험이력등록,소유자변경횟수,사고상세_전손,사고상세_침수전손,사고상세_침수분손,사고상세_도난,보험_내차피해(횟수),보험_내차피해(가격),사고상세_타차가해(횟수),보험_타차피해(가격)
110,110,현대 YF쏘나타 2.0 VVT  Y20 그랜드,차량번호 56부3961,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160438&gubun=K,2010.10 (11년형),"130,000 km",가솔린,"1,998 cc ()",흰색,만료,420만원,20,무,무,유,무,무,유,무,유,무,무,등록,3.0,0.0,0.0,0.0,0.0,2.0,"1,632,724",2.0,"11,136,330"
111,111,현대 YF쏘나타 2.0 VVT  Y20 프리미어 고급형,차량번호 27도1434,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161122&gubun=K,2010.02,"119,000 km",가솔린,"1,998 cc (165마력)",진회색,만료,450만원,18,유,유,유,유,무,유,무,유,무,유,등록,3.0,0.0,0.0,0.0,0.0,5.0,"5,379,094",7.0,"4,980,393"
112,112,현대 쏘나타 뉴 라이즈 2.0 LPi  스타일,차량번호 327우8583,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154708&gubun=K,2017.11 (18년형),"111,771 km",LPG,"1,999 cc (151마력)",흰색,"60개월 / 100,000km",980만원,43,,,,,,,,,,,등록,2.0,0.0,0.0,0.0,0.0,2.0,"1,503,289",0.0,0
113,113,현대 쏘나타 2.0 LPi  스마트,차량번호 378보4358,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161539&gubun=K,2020.01,"155,024 km",LPG,"1,999 cc (146마력)",흰색,"60개월 / 100,000km","1,250만원",50,,,,,,,,,,,등록,2.0,0.0,0.0,0.0,0.0,2.0,"1,277,738",4.0,"3,472,956"
114,114,현대 YF쏘나타 2.0 VVT  Y20 럭셔리,차량번호 38수2024,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163342&gubun=K,2012.01,"155,594 km",가솔린,"1,998 cc (165마력)",검정색,만료,320만원,13,무,무,무,유,무,무,무,무,무,무,등록,,,,,,,,,
115,115,현대 LF쏘나타 2.0 LPi 스마트   ,차량번호 154가7377,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163164&gubun=K,2015.10 (16년형),"1,240,000 km",LPG,"1,999 cc (151마력)",흰색,정보없음,"1,070만원",준비중,무,무,유,무,무,유,무,유,무,무,등록,,,,,,,,,
116,116,현대 NF쏘나타 트랜스폼 2.0 LPi  럭셔리,차량번호 37마5501,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163151&gubun=K,2008.05,"205,700 km",LPG,"1,998 cc (141마력)",검정색,불가,230만원,15,유,무,유,유,무,유,무,유,무,무,등록,,,,,,,,,
117,117,현대 쏘나타 뉴 라이즈 2.0 LPi  스타일,차량번호 124너4621,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162885&gubun=K,2017.10 (18년형),"104,088 km",LPG,"1,999 cc (151마력)",흰색,"60개월 / 100,000km","1,500만원",66,무,무,유,무,유,유,유,유,무,무,등록,,,,,,,,,
118,118,현대 YF쏘나타  2.0 LPi 탑   ,차량번호 45고7368,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159161&gubun=K,2009.12 (10년형),"132,000 km",LPG,"1,998 cc (157마력)",흰색,불가,430만원,준비중,무,유,유,무,무,유,무,유,무,유,미등록,,,,,,,,,
119,119,현대 NF쏘나타 트랜스폼 2.0  트랜스폼,차량번호 18버1839,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162556&gubun=K,2009.08 (10년형),"143,500 km",가솔린,"1,998 cc (163마력)",검정색,만료,320만원,15,무,무,무,무,무,무,무,유,무,유,등록,,,,,,,,,
120,120,현대 YF쏘나타 2.0 VVT  Y20 프라임 최고급형,차량번호 142고1509,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162475&gubun=K,2010.01,"101,114 km",가솔린,"1,998 cc (165마력)",검정색,만료,280만원,11,유,무,유,무,무,유,무,유,무,유,등록,7.0,0.0,0.0,0.0,0.0,3.0,"4,505,514",2.0,"1,535,120"
121,121,현대 YF쏘나타 2.0 VVT  Y20 프리미어,차량번호 13어1798,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162339&gubun=K,2010.05,"81,488 km",가솔린,"1,998 cc (165마력)",흰색,만료,310만원,12,,,,,,,,,,,등록,,,,,,,,,
122,122,현대 쏘나타 2.0 프리미엄,차량번호 13노1413,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2152277&gubun=K,2019.05 (20년형),"47,633 km",가솔린,"1,999 cc (160마력)",흰색,"60개월 / 100,000km","2,350만원",89,유,무,유,유,무,유,무,유,무,무,등록,1.0,0.0,0.0,0.0,0.0,1.0,"1,109,910",0.0,0
123,123,현대 쏘나타 하이브리드 2.0 HEV 인스퍼레이션,차량번호 155라9588,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154253&gubun=K,2020.07 (21년형),"20,917 km",가솔린 하이브리드,"1,999 cc (195마력)",흰색,"60개월 / 100,000km","3,270만원",86,유,무,유,유,유,유,유,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
124,124,현대 쏘나타 1.6 터보 프리미엄 패밀리,차량번호 137오6335,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155014&gubun=K,2021.03,"3,482 km",가솔린,"1,598 cc (180마력)",회색,"60개월 / 100,000km","2,620만원",88,유,무,유,유,유,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,1.0,"1,259,560",0.0,0
125,125,현대 쏘나타 2.0 LPi 스마트,차량번호 180호3401,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161621&gubun=K,2022.03,100 km,LPG,"1,999 cc (146마력)",흰색,"60개월 / 100,000km",1만원,운용,,,,,,,,,,,등록,,,,,,,,,
126,126,현대 쏘나타  1.6 터보 프리미엄 패밀리,차량번호 261소6590,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160045&gubun=K,2019.10 (20년형),"13,000 km",가솔린,"1,598 cc (180마력)",흰색,불가,"2,250만원",78,무,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
127,127,현대 쏘나타 하이브리드 2.0 HEV 스마트,차량번호 48부6368,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161141&gubun=K,2012.11,"200,000 km",하이브리드(가솔린/전기),"1,999 cc (191마력)",흰색,불가,600만원,19,무,무,유,무,무,유,무,유,무,무,등록,,,,,,,,,
128,128,현대 LF쏘나타 하이브리드 2.0 HEV 모던 스페셜,차량번호 01보3725,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160556&gubun=K,2017.02,"57,786 km",하이브리드(가솔린/전기),"1,999 cc (191마력)",검정색,불가,"2,000만원",62,무,무,유,유,무,유,무,유,무,유,등록,,,,,,,,,
129,129,현대 쏘나타 뉴 라이즈 1.7 디젤 모던,차량번호 382수8854,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159920&gubun=K,2017.09 (18년형),"124,000 km",디젤,"1,685 cc (141마력)",검정색,불가,"1,300만원",41,무,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
130,130,현대 YF쏘나타  2.0 VVT Y20 스포츠   ,차량번호 51무7359,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159240&gubun=K,2010.05,"139,000 km",가솔린,"1,998 cc (165마력)",흰색,불가,570만원,20,무,유,유,유,무,유,무,유,무,무,미등록,,,,,,,,,
131,131,현대 NF쏘나타 2.0 기본형,차량번호 10고8835,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159464&gubun=K,2006.11 (07년형),"82,600 km",가솔린,"1,998 cc (144마력)",검정색,불가,300만원,16,,,,,,,,,,,등록,,,,,,,,,
132,132,현대 쏘나타 뉴 라이즈  2.0 모던   ,차량번호 03소2199,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157193&gubun=K,2017.03 (18년형),"75,768 km",가솔린,"1,999 cc (163마력)",진회색,불가,"1,590만원",58,무,무,유,유,유,유,무,유,무,유,미등록,,,,,,,,,
133,133,현대 쏘나타 2.0  프리미엄,차량번호 153허5328,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157628&gubun=K,2020.09 (21년형),"20,100 km",가솔린,"1,999 cc (160마력)",흰색,"60개월 / 100,000km",300만원,소유,무,무,유,무,무,유,무,유,무,유,등록,,,,,,,,,
134,134,현대 쏘나타  2.0 LPi  스마트   ,차량번호 299부1880,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156983&gubun=K,2019.06 (20년형),"115,112 km",LPG,"1,999 cc (146마력)",회색,"60개월 / 100,000km",[계약],71,무,무,유,무,무,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
135,135,현대 NF쏘나타 트랜스폼  2.0 LPi 디럭스  ,차량번호 377구5470,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2134048&gubun=K,2008.06,"141,605 km",LPG,"1,998 cc (141마력)",흰색,불가,170만원,준비중,,,,,,,,,,,미등록,,,,,,,,,
136,136,현대 쏘나타  1.8 GLI  ,차량번호 49어2742,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154111&gubun=K,1988.12,"223,000 km",가솔린,"1,796 cc (105마력)",은하늘색,불가,390만원,준비중,,,,,,,,,,,미등록,,,,,,,,,
137,137,현대 쏘나타 더 브릴리언트  2.0 LPi 스타일   ,차량번호 57누2714,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153708&gubun=K,2012.09 (13년형),"108,000 km",LPG,"1,999 cc (157마력)",진회색,불가,730만원,준비중,무,무,무,무,무,무,무,유,무,무,미등록,,,,,,,,,
138,138,현대 쏘나타 뉴 라이즈  2.0 LPi 프리미엄   ,차량번호 103버4674,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2135513&gubun=K,2018.11 (19년형),"130,753 km",LPG,"1,999 cc (151마력)",검정색,"60개월 / 100,000km","1,350만원",59,무,무,유,무,유,유,무,유,무,유,미등록,,,,,,,,,
139,139,현대 쏘나타2  1.8 GL   ,차량번호 05누3115,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2148731&gubun=K,1994.02,"170,800 km",가솔린,"1,796 cc (135마력)",은색,불가,190만원,15,,,,,,,,,,,미등록,,,,,,,,,
140,140,현대 제네시스 DH 3.3 AWD 프리미엄,차량번호 30보0511,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2147855&gubun=K,2016.02,"87,127 km",가솔린,"3,342 cc (282마력)",갈색,만료,"2,299만원",42,무,무,유,유,유,유,무,유,무,유,등록,0.0,0.0,0.0,0.0,0.0,2.0,"1,227,493",0.0,0
141,141,현대 제네시스 DH  G330 모던,차량번호 15주4120,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162521&gubun=K,2015.06 (16년형),"133,721 km",가솔린,"3,342 cc (282마력)",흰색,만료,"2,299만원",49,유,유,유,유,유,유,무,유,무,유,등록,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
142,142,현대 제네시스 DH G330 AWD 프리미엄,차량번호 384버5379,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161589&gubun=K,2014.05 (15년형),"209,937 km",가솔린,"3,342 cc (282마력)",검정색,만료,"1,099만원",20,무,무,유,유,유,유,무,유,무,유,등록,4.0,1.0,0.0,0.0,0.0,10.0,"25,687,990",6.0,"4,051,421"
143,143,현대 제네시스 DH G330 모던,차량번호 103고6382,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162515&gubun=K,2015.12 (16년형),"138,001 km",가솔린,"3,342 cc (282마력)",검정색,만료,"1,699만원",36,무,무,유,유,유,유,무,유,무,유,등록,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
144,144,현대 제네시스 쿠페 2.0 터보 P,차량번호 62머8400,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163242&gubun=K,2008.11 (09년형),"162,096 km",가솔린,"1,998 cc (210마력)",흰색,만료,540만원,20,무,무,무,무,무,유,무,무,무,무,등록,1.0,0.0,0.0,0.0,0.0,6.0,"7,294,210",4.0,"3,006,120"
145,145,현대 제네시스 DH G330 모던,차량번호 08보0458,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163736&gubun=K,2016.03,"52,401 km",가솔린,"3,342 cc (282마력)",검정색,만료,"1,920만원",41,무,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
146,146,현대 제네시스 BH330  럭셔리 프라임팩,차량번호 46조5009,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163374&gubun=K,2008.04,"158,000 km",가솔린,"3,342 cc (262마력)",검정색,만료,570만원,11,유,무,무,유,무,유,무,유,무,무,등록,1.0,0.0,0.0,0.0,0.0,3.0,"1,277,660",2.0,"1,186,230"
147,147,현대 제네시스 DH  3.3 AWD 모던   ,차량번호 45오1771,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2126210&gubun=K,2014.08 (15년형),"59,000 km",가솔린,"3,342 cc (282마력)",검정색,불가,"2,300만원",47,유,유,유,유,유,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,1.0,"586,870",0.0,0
148,148,현대 제네시스 DH G380 AWD 익스클루시브,차량번호 15서9090,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163702&gubun=K,2015.02,"75,018 km",가솔린,"3,778 cc (315마력)",회색,만료,"2,149만원",37,유,무,유,유,유,유,유,유,유,유,등록,4.0,0.0,0.0,0.0,0.0,6.0,"14,851,783",2.0,"10,506,116"
149,149,현대 제네시스 BH330 프리미엄,차량번호 279고4737,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157197&gubun=K,2013.03,"203,488 km",가솔린,"3,342 cc (300마력)",검정색,만료,890만원,17,유,무,무,유,유,유,무,유,무,유,등록,,,,,,,,,
150,150,현대 제네시스 BH380  럭셔리,차량번호 42누8728,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160809&gubun=K,2009.09 (10년형),"133,570 km",가솔린,"3,778 cc (290마력)",회색,만료,690만원,14,유,무,유,유,유,유,무,유,무,유,등록,3.0,0.0,0.0,0.0,0.0,2.0,"697,550",1.0,"120,000"
151,151,현대 제네시스 BH330 그랜드,차량번호 28저8623,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158678&gubun=K,2008.11 (09년형),"139,000 km",가솔린,"3,342 cc (262마력)",은색,만료,499만원,12,유,무,유,유,무,유,무,유,무,유,등록,3.0,0.0,0.0,0.0,0.0,3.0,"3,964,790",0.0,0
152,152,현대 제네시스 BH330  럭셔리,차량번호 42도1860,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158684&gubun=K,2008.02,"169,999 km",가솔린,"3,342 cc (262마력)",검정색,만료,550만원,준비중,유,무,무,유,무,유,무,유,무,유,등록,4.0,0.0,0.0,0.0,0.0,8.0,"7,433,970",4.0,"2,746,920"
153,153,현대 제네시스 BH330  럭셔리,차량번호 28주7113,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160988&gubun=K,2008.03,"129,000 km",가솔린,"3,342 cc (262마력)",검정색,만료,450만원,준비중,유,무,유,유,유,유,무,유,무,유,등록,3.0,0.0,0.0,0.0,0.0,5.0,"12,046,263",3.0,"1,016,667"
154,154,현대 제네시스 BH380 럭셔리,차량번호 69저1090,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163598&gubun=K,2010.06,"118,726 km",가솔린,"3,778 cc (290마력)",검정색,만료,650만원,13,유,무,유,무,무,유,무,유,무,무,등록,1.0,0.0,0.0,0.0,0.0,7.0,"6,674,066",2.0,"965,488"
155,155,현대 제네시스 쿠페  2.0 터보 P   ,차량번호 61루5237,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153622&gubun=K,2011.08,"108,722 km",가솔린,"1,998 cc (210마력)",진회색,불가,549만원,20,유,무,유,무,무,유,무,무,무,유,등록,6.0,0.0,0.0,0.0,0.0,1.0,"405,350",1.0,"375,400"
156,156,현대 제네시스  BH380  -   ,차량번호 55수3303,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153623&gubun=K,2013.07 (12년형),"52,625 mi",가솔린,"3,778 cc (290마력)",은색,불가,969만원,준비중,무,무,유,무,무,무,무,유,무,무,등록,6.0,0.0,0.0,0.0,0.0,2.0,"869,708",2.0,"677,982"
157,157,현대 제네시스 쿠페 2.0 터보 R,차량번호 51두1595,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160551&gubun=K,2008.10 (09년형),"70,617 km",가솔린,"1,998 cc (210마력)",빨간색,만료,490만원,16,,,,,,,,,,,등록,0.0,0.0,0.0,0.0,0.0,3.0,"1,423,635",2.0,"1,076,580"
158,158,현대 제네시스 DH G380 AWD  익스클루시브,차량번호 03더0225,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162923&gubun=K,2015.12 (16년형),"84,182 km",가솔린,"3,778 cc (315마력)",흰색,만료,"1,990만원",34,,,,,,,,,,,등록,2.0,0.0,0.0,0.0,0.0,2.0,"13,144,729",3.0,"4,767,298"
159,159,현대 제네시스 DH G330  프리미엄,차량번호 01버6980,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162948&gubun=K,2014.01,"154,770 km",가솔린,"3,342 cc (282마력)",검정색,만료,"1,550만원",29,유,유,무,유,유,유,무,유,무,유,등록,8.0,0.0,0.0,0.0,0.0,9.0,"16,780,752",7.0,"17,672,100"
160,160,현대 제네시스 DH 3.3 AWD 프리미엄,차량번호 30보0511,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2147855&gubun=K,2016.02,"87,127 km",가솔린,"3,342 cc (282마력)",갈색,만료,"2,299만원",42,무,무,유,유,유,유,무,유,무,유,등록,0.0,0.0,0.0,0.0,0.0,2.0,"1,227,493",0.0,0
161,161,현대 제네시스 DH  G330 모던,차량번호 15주4120,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162521&gubun=K,2015.06 (16년형),"133,721 km",가솔린,"3,342 cc (282마력)",흰색,만료,"2,299만원",49,유,유,유,유,유,유,무,유,무,유,등록,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
162,162,현대 제네시스 DH G330 AWD 프리미엄,차량번호 384버5379,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161589&gubun=K,2014.05 (15년형),"209,937 km",가솔린,"3,342 cc (282마력)",검정색,만료,"1,099만원",20,무,무,유,유,유,유,무,유,무,유,등록,4.0,1.0,0.0,0.0,0.0,10.0,"25,687,990",6.0,"4,051,421"
163,163,현대 제네시스 DH G330 모던,차량번호 103고6382,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162515&gubun=K,2015.12 (16년형),"138,001 km",가솔린,"3,342 cc (282마력)",검정색,만료,"1,699만원",36,무,무,유,유,유,유,무,유,무,유,등록,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
164,164,현대 제네시스 쿠페 2.0 터보 P,차량번호 62머8400,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163242&gubun=K,2008.11 (09년형),"162,096 km",가솔린,"1,998 cc (210마력)",흰색,만료,540만원,20,무,무,무,무,무,유,무,무,무,무,등록,1.0,0.0,0.0,0.0,0.0,6.0,"7,294,210",4.0,"3,006,120"
165,165,현대 제네시스 DH G330 모던,차량번호 08보0458,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163736&gubun=K,2016.03,"52,401 km",가솔린,"3,342 cc (282마력)",검정색,만료,"1,920만원",41,무,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
166,166,현대 제네시스 BH330  럭셔리 프라임팩,차량번호 46조5009,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163374&gubun=K,2008.04,"158,000 km",가솔린,"3,342 cc (262마력)",검정색,만료,570만원,11,유,무,무,유,무,유,무,유,무,무,등록,1.0,0.0,0.0,0.0,0.0,3.0,"1,277,660",2.0,"1,186,230"
167,167,현대 제네시스 DH  3.3 AWD 모던   ,차량번호 45오1771,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2126210&gubun=K,2014.08 (15년형),"59,000 km",가솔린,"3,342 cc (282마력)",검정색,불가,"2,300만원",47,유,유,유,유,유,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,1.0,"586,870",0.0,0
168,168,현대 제네시스 DH G380 AWD 익스클루시브,차량번호 15서9090,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163702&gubun=K,2015.02,"75,018 km",가솔린,"3,778 cc (315마력)",회색,만료,"2,149만원",37,유,무,유,유,유,유,유,유,유,유,등록,4.0,0.0,0.0,0.0,0.0,6.0,"14,851,783",2.0,"10,506,116"
169,169,현대 제네시스 BH330 프리미엄,차량번호 279고4737,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157197&gubun=K,2013.03,"203,488 km",가솔린,"3,342 cc (300마력)",검정색,만료,890만원,17,유,무,무,유,유,유,무,유,무,유,등록,,,,,,,,,
170,170,현대 제네시스 BH380  럭셔리,차량번호 42누8728,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160809&gubun=K,2009.09 (10년형),"133,570 km",가솔린,"3,778 cc (290마력)",회색,만료,690만원,14,유,무,유,유,유,유,무,유,무,유,등록,3.0,0.0,0.0,0.0,0.0,2.0,"697,550",1.0,"120,000"
171,171,현대 제네시스 BH330 그랜드,차량번호 28저8623,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158678&gubun=K,2008.11 (09년형),"139,000 km",가솔린,"3,342 cc (262마력)",은색,만료,499만원,12,유,무,유,유,무,유,무,유,무,유,등록,3.0,0.0,0.0,0.0,0.0,3.0,"3,964,790",0.0,0
172,172,현대 제네시스 BH330  럭셔리,차량번호 42도1860,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158684&gubun=K,2008.02,"169,999 km",가솔린,"3,342 cc (262마력)",검정색,만료,550만원,준비중,유,무,무,유,무,유,무,유,무,유,등록,4.0,0.0,0.0,0.0,0.0,8.0,"7,433,970",4.0,"2,746,920"
173,173,현대 제네시스 BH330  럭셔리,차량번호 28주7113,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160988&gubun=K,2008.03,"129,000 km",가솔린,"3,342 cc (262마력)",검정색,만료,450만원,준비중,유,무,유,유,유,유,무,유,무,유,등록,3.0,0.0,0.0,0.0,0.0,5.0,"12,046,263",3.0,"1,016,667"
174,174,현대 제네시스 BH380 럭셔리,차량번호 69저1090,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163598&gubun=K,2010.06,"118,726 km",가솔린,"3,778 cc (290마력)",검정색,만료,650만원,13,유,무,유,무,무,유,무,유,무,무,등록,1.0,0.0,0.0,0.0,0.0,7.0,"6,674,066",2.0,"965,488"
175,175,현대 제네시스 쿠페  2.0 터보 P   ,차량번호 61루5237,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153622&gubun=K,2011.08,"108,722 km",가솔린,"1,998 cc (210마력)",진회색,불가,549만원,20,유,무,유,무,무,유,무,무,무,유,등록,6.0,0.0,0.0,0.0,0.0,1.0,"405,350",1.0,"375,400"
176,176,현대 제네시스  BH380  -   ,차량번호 55수3303,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153623&gubun=K,2013.07 (12년형),"52,625 mi",가솔린,"3,778 cc (290마력)",은색,불가,969만원,준비중,무,무,유,무,무,무,무,유,무,무,등록,6.0,0.0,0.0,0.0,0.0,2.0,"869,708",2.0,"677,982"
177,177,현대 제네시스 쿠페 2.0 터보 R,차량번호 51두1595,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160551&gubun=K,2008.10 (09년형),"70,617 km",가솔린,"1,998 cc (210마력)",빨간색,만료,490만원,16,,,,,,,,,,,등록,0.0,0.0,0.0,0.0,0.0,3.0,"1,423,635",2.0,"1,076,580"
178,178,현대 제네시스 DH G380 AWD  익스클루시브,차량번호 03더0225,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162923&gubun=K,2015.12 (16년형),"84,182 km",가솔린,"3,778 cc (315마력)",흰색,만료,"1,990만원",34,,,,,,,,,,,등록,2.0,0.0,0.0,0.0,0.0,2.0,"13,144,729",3.0,"4,767,298"
179,179,현대 제네시스 DH G330  프리미엄,차량번호 01버6980,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162948&gubun=K,2014.01,"154,770 km",가솔린,"3,342 cc (282마력)",검정색,만료,"1,550만원",29,유,유,무,유,유,유,무,유,무,유,등록,8.0,0.0,0.0,0.0,0.0,9.0,"16,780,752",7.0,"17,672,100"
180,180,현대 더 뉴 제네시스 쿠페  2.0 터보 S   ,차량번호 67도6697,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161123&gubun=K,2012.03,"172,157 km",가솔린,"1,998 cc (275마력)",흰색,불가,"1,150만원",38,유,무,유,무,유,유,무,유,무,무,등록,5.0,0.0,0.0,0.0,0.0,1.0,"759,260",0.0,0
181,181,현대 제네시스 BH330  그랜드,차량번호 20보1868,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162821&gubun=K,2011.03,"94,387 km",가솔린,"3,342 cc (262마력)",은색,만료,620만원,준비중,무,무,유,무,무,유,무,유,무,유,등록,,,,,,,,,
182,182,현대 제네시스 DH G330  모던,차량번호 63오7206,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162825&gubun=K,2014.03,"160,593 km",가솔린,"3,342 cc (282마력)",기타색상,만료,"1,450만원",31,무,무,유,유,무,유,무,유,무,유,등록,4.0,0.0,0.0,0.0,0.0,2.0,"598,920",0.0,0
183,183,현대 제네시스 DH  3.3 AWD 프리미엄,차량번호 14저4536,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2136444&gubun=K,2015.06 (16년형),"125,000 km",가솔린,"3,342 cc (282마력)",흰색,만료,"1,850만원",34,유,유,유,유,유,유,무,유,무,유,등록,5.0,0.0,0.0,0.0,0.0,2.0,"23,019,248",1.0,"754,000"
184,184,현대 제네시스 쿠페 3.8 GT R,차량번호 56수2442,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156837&gubun=K,2010.08 (11년형),"162,000 km",가솔린,"3,778 cc (303마력)",흰색,만료,599만원,17,유,무,무,무,무,유,무,무,무,무,등록,4.0,0.0,0.0,0.0,0.0,2.0,"1,912,266",0.0,0
185,185,현대 제네시스 GP500  프라다,차량번호 106부6090,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163144&gubun=K,2011.07 (12년형),"178,000 km",가솔린,"5,038 cc (430마력)",갈색,만료,"1,700만원",21,유,무,유,유,유,유,유,무,무,유,등록,6.0,0.0,0.0,0.0,0.0,5.0,"5,455,271",0.0,0
186,186,현대 제네시스 DH  3.8 AWD 프레스티지,차량번호 30저7583,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2149110&gubun=K,2014.01,"94,075 km",가솔린,"3,778 cc (315마력)",회색,만료,"2,080만원",32,무,무,유,유,유,유,유,유,유,유,등록,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
187,187,현대 제네시스 DH  G330 AWD 프리미엄  ,차량번호 10무0620,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153857&gubun=K,2016.05,"80,000 km",가솔린,"3,342 cc (282마력)",회색 (코스모 그레이),불가,"2,590만원",47,무,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
